questionID,questionText,answerText
104,"I'm applying to private high schools. I'm playing basketball on my school team currently, and I love it. I also play on a team that I've hated since the beginning, and I finally want to quit before the season gets started. However, my parents say I can play on either both teams or neither. I think it's unfair because it's up to me if I want to play for a certain team. I was planning on playing basketball for the high school I get into, but if that means continuing to play for the team I hate, then I wouldn't want to play in high school. Now I don't know what to do! My parents are threatening to send me off to a different home if I don't play. I just want to run away.","The situation in your family seems to place unnecessary pressure on you.Are you and your parents able to talk together about their reason for their standard?Are your parents willing to listen to your reasons to not play on the team you hate?If yes, then maybe some type of compromise is possible for all of you to negotiate.If none of the above is possible, then you may want to get specific and direct advice from a professional, such as the school guidance counselor or psychologist, whom you'd trust and feel safe in talking.I hope you and your parents will find an answer that all of you are happy to accept."
105,"I am always arguing with my father. He gets stressed over work and health and talks to me in a tone of voice that seems very demanding and seems more like yelling. I get upset often at this. Am I too sensitive? He always says I am overreacting but never seems to understand that he is hurting my feelings. No matter how often I try to tell him this, he never listens.","Thanks for the question. Regardless of whether or not you are sensitive, it is okay to want better communication with those who are important to you. When we feel that we are being talked down to or being ridiculed, it is difficult to not take it personally. It sounds like you have taken the first and necessary step in resolving this by bringing up the issue to him. Is it possible that the delivery of your message is causing him to feel blamed or defensive? Try communicating with him during a time when you are not upset and when it is out of context. Begin your statements with ""I"" as opposed to ""you."" For example, you can tell him, ""I feel angry when you raise your voice at me"" instead of ""You always yell at me."" Also, avoid using black and white terms such as never and always. Additionally, offer sugggestions as to ways that he can better communicate with you. Maybe he just doesn't know how to. Lastly, when delivering a message, I like to use the sandwich method by starting off the discussion with something postive and ending it with something postive. For example, you may say something to the effect of:""Dad, I enjoy the discussions we share and really value your opinion. There are times that I feel angry when you talk to me aggressively. Perhaps you can try talking to me using a calmer tone when I bring up heated topics. Let's try and work on this together. I will try to be less sensitive and I am asking that you be more calm.""I hope you find this useful!"
106,"I am constantly having problems with the same two people who will always be in my life. I had a daughter with my ex-boyfriend. I am now married, and my husband’s ex-girlfriend is involved with my ex-boyfriend. They also have a daughter together. My issue is that there is always drama. I am pregnant, and I told my ex-boyfriend that I don't want any drama or arguments. I want to get along as much as possible, and he agreed. However, we just had an incident where my ex-boyfriend started discussing drop-off details about my stepdaughter. I told him that he needed to ask my husband because I can't make decisions about my stepdaughter regarding the matter. That led to an argument. I told him all my concern is when I pick up my daughter. My stepdaughter’s pick-up details are between my husband and his ex-girlfriend. I especially told him I didn't want to be involved. Somehow, he turned it around and then wanted to change the schedule we agreed on. He threatened me and got ugly because I wouldn’t discuss my stepdaughter’s matters with him.
   The point is there is so much drama. I try my best to get along with everyone. I don't understand where I went wrong (besides replying back to his question). I feel like I'm going crazy because this is a constant battle where everyone’s frustrations are taken out on each other, and it's the children that are hurting. I had a party planned for my daughter’s birthday, and my ex-boyfriend told me to cancel those plans because he wouldn’t let me have her. In my eyes, it’s the child that is hurting. I was throwing a party for her birthday, and because of the problem with stupid pick-up details about my stepdaughter, which I have no control over, he took it out on our daughter.","Hi. I appreciate your mature instincts and strong efforts to draw clear boundaries in this very complex situation. I agree that it sounds like the adult drama is unnecessary and potentially will affect the children. Children need adults around them to act maturely, cooperatively and peacefully even when they don't like each other; it helps them feel secure and lets them focus on learning and growing. Your ex-boyfriend seems more focused on his own needs. In fact, he demonstrates behaviours that are aggressive, controlling and manipulative, bordering on 'parental alienation'. I agree this is a problem.I also appreciate how protective you are of yourself at this vulnerable time with the pregnancy. It's not unusual for pregnancy to trigger a need to conserve energy and reduce stress. Honour this instinct you have. I will suggest a few things to you. First, to gather support around you, professionally if you need it, from family and friends, and certainly from your husband. If you two are on the same page regarding the children issues and your ex, that will help. He can help run interference when it comes to his daughter. It will help you feel supported.Know that your ex's behaviours aren't happening because you did anything wrong; it's the way he operates (and maybe this is why you're not with him?). You can't change him, but you can stop blaming yourself for his immaturity and aggression. You're correct that he will always be there, and you can both accept this fact and also find ways to manage the situation.Keep on defining clear boundaries! You might sound like a broken record (""You'll have to talk to my husband about that""), but that's okay. It's okay to ignore his efforts to pull you into an argument or power struggle. It's okay to not respond to texts or other communications that aren't vitally important. It's okay to not let him into your house if it makes you uncomfortable. It's okay to not engage with him more than is necessary.Regarding his manipulative behaviours that reflect a tendency to keep your daughter from you, I recommend you document these behaviours and incidents carefully and fully. Let him know what your expectations are, simply and clearly and in writing (""our agreement states X, and you are not following our agreement""). Your daughter doesn't have to be aware; I think you already understand that she needs to be protected from the adult conflict.A professional therapist can help you with all of this. I hope this helps get you started towards greater peace, at least within yourself. :)"
107,"She treats me like I'm not in her presence. She’s always yelling at me for no reason. She gives more respect to my brothers than me, but only my brothers fight her while I respect her.","Attention is not equal to love and being valued. It may be precisely because your brothers demand so much more your mom's attention through fighting with her that she pays more attention to them. It is a common situation in families where the ""squeaky wheel gets the grease"" and the siblings or family members who don't demand as much attention end up feeling invisible. It sucks to feel invisible and it is important that there is attention for you and that you know how much your mom loves and values you.  This sounds like an important conversation to have with your mom and if she is not able to really understand or help you address this concern you may want to suggest doing some family therapy where a skilled therapist can help you and your family work this out."
108,"I'm having issues with my relative. The police never believe the experiences I have been through because I am only a kid. 
   I've even had trouble trying to reach a therapist because I said I wanted to get an adult to help me. Could you please give me advice?","I think it would be wise for you to call a hotline especially designed for children. It's called the Childhelp National Child Abuse Hotline. The number is 1-800-4-A-CHILD (1-800-422-4453). It is completely anonymous and a trained therapist will be able to provide you with guidance, confidentiality, and can also help you make a report of you want.The call is completely free and they are open 24 hours a day / 7 days a week. I'm glad that you are taking steps to improve your situation. You are a very brave and an intelligent child. Please remember to call 911 if you are in immediate danger."
109,"The last of my emotions belong to my pets. Today my dad said he might get rid of them tomorrow. If that does happen I might dig hole in the ground with a paper that says ""here lays my emotions. R.I.P."" I practically have no emotions left and I came to the realization about this not being normal by comparing my reaction to certain situations to my family's. What's wrong with me?","It sounds to me like you have had a lot going on and now you are afraid you are going to lose the last things you care about, your pets. I do not know what all is going on in your family, and I cannot answer for your dad’s actions or his reasoning behind this.I would recommend that you focus on developing healthy coping skills. We cannot change what others do but we can change how what they do affects us. If you have all of your emotions and all of yourself tied up into one thing (like your pets) then when that thing is taken away it causes a lot of emotional distress. It is really good to have a wide variety of interests such as friends, hobbies, games, etc. Develop other things that you care about and are passionate about.Another reason for developing healthy coping skills to deal with whatever might be going on in your life is if you don’t have healthy ones, you may develop some very unhealthy ones. You have to cope somehow, right? Developing unhealthy ways of coping with life is only going to make life more difficult for you.I don’t know if this is what it is like for you at your house, but there are two kinds of household environments that can cause dysfunction in children. One is when you grow up in a very rigid stern household where all decisions are made for you and you feel like you have no control over anything. The other is a household where things were chaotic and you never knew what was going to happen next and had no stability. People need to have some stability in their lives and need to feel in control over some things in order to feel safe. Both of these environments can lead you to develop some unhealthy ways of coping with life. Please talk to a trusted adult about your feelings before it gets any worse."
110,"I have secrets in my mind, and I don't know what to do with them. I don't want to tell my wife and mom because I don't want to hurt them. But I'm not sure how long that I can keep the secret to myself. What should I do? It's becoming annoying and making me anxious. Help me out","It sounds like keeping the secrets has become a problem for you now. There are several things to consider before you make a decision.- You mentioned that you don't want your wife and mom to know because you don't want to hurt them – why would it hurt them? - Is it necessary for them to know this information?- What are the consequences of either telling them the truth or not telling them? (for you and for your wife and mom).- Once you have considered these, think of what you would tell your friend if they were in your exact situation?- Also, if your wife or mom were in your situation right now, what do you think they would do themselves?- If your wife and mom were in this situation, how would you feel? Would you want to know the secrets?- How has keeping these secrets affected your own mental and physical health?Once you have looked at the problem from all angles, you will be able to better make a decision on whether it is right to tell them or not."
111,I need to speak to someone about sexual addiction and binge eating immediately.,"There is an organization dedicated to helping individuals find affordable counseling.  It is called Open Path Collective.  There is a one time membership fee of $49 and it lasts for your lifetime.  You then have access to local counselors/therapists who will see you for an extremely reduced rate, anywhere from $30 - $60.   https://openpathcollective.org/"
111,I need to speak to someone about sexual addiction and binge eating immediately.,There are plenty of online providers within the mental health field that would me more than happy to speak with you immediately.  Many of them provide treatment on a sliding scale fee.  I would google online mental health treatment providers and that should lead you to a list of providers that can help you.
111,I need to speak to someone about sexual addiction and binge eating immediately.,"Depending on your area and location, there may be therapists who provide services on a sliding scale. Additionally, churches will often times offer counseling for free or for a small fee. I suggest doing a simple Google search and contact therapists in your area. It never hurts to ask for a reduced fee and even if he or she is unable to provide the service, they may be able to refer you to someone who can."
112,"I have a problem with binge eating, especially during times of stress. I binge eat and feel so overwhelmed with shame and disappointment that I end up going to the gym and trying to exercise the calories off. I am in my late 20s, and I have been dealing with this since I was a teenager. Are there any coping mechanisms I can use to break this cycle?","Hello,This question describes a very typical setup of what is called the  Binge, Repent, Repeat cycle. This means that typically after you binge, you experience emotions as you described ""shame and disappointment"" and then because of these emotions you ""repent"" (i.e. vow to never binge again, promise to ""do better,"" go to the gym, etc.) and then ultimately end up bingeing again. There are many coping mechanisms for binge eating and one of the best is actually attempting to NORMALIZE eating. Meaning you need to attempt to eat normally, eating appropriately portioned meals 3 times a day, with snacks in between. IF you binge, then it may be helpful to remind yourself that when you attempt to compensate for your bingeing behaviors, and you end up feeling restricted from over exercising or undereating, then this actually leads to a binge again. Thus, reverting you back to the cycle. If you binge, it will be helpful to try and get back on a normal schedule of eating instead of trying to compensate for the binge. Although it may feel counterproductive, getting back on a normal eating schedule will prevent you from entering into the restrictive cycle. It can also be helpful to remind yourself that the binge has already occurred, it is in the past and the goal is to move forward without focusing on the past. Focus on what you can do differently next time. What emotions or situations led up to the binge? What can you to do prevent or change the circumstances that led to the binge, or the way that you handled the situation? Lastly, if you're struggling with ""normalizing"" eating, it can be helpful to work with a professional that can provide counseling and coaching to help you learn how to eating normally, mindfully and without feeling the guilt and other harmful emotions sometimes associated with disordered eating. I would be more than happy to assist you if you ever have any questions or want to reach out to somebody. You can contact me via my website: http://www.maddenwellnessky.com/"
112,"I have a problem with binge eating, especially during times of stress. I binge eat and feel so overwhelmed with shame and disappointment that I end up going to the gym and trying to exercise the calories off. I am in my late 20s, and I have been dealing with this since I was a teenager. Are there any coping mechanisms I can use to break this cycle?","In dealing with an eating disorder you are far from alone.  It is more common than you might think and tied to so many variables that it is easy for an individual to become overwhelmed in trying to navigate the influences of such variables.  I have been working with individuals dealing with such challenges since 1998 and have found over the years that behavioral analysis is highly effective in helping you begin to isolate, understand and then be able to address many of these variable impacting your behavioral and cognitive choices.  Consider finding someone trained in Dialectic Behavior Therapy (DBT).  There is a large body of evidence supporting the use of this approach to alleviating many of the aspects you identified in your post as well of a wide variety of tools that you can choose from and utilize that are able to practiced and assimilated into your daily tool box of coping mechanisms that end up becoming new behaviors and ways of thinking about issues that become automatic, the best possible outcome you can hope for if you want the solution to be sustainable."
112,"I have a problem with binge eating, especially during times of stress. I binge eat and feel so overwhelmed with shame and disappointment that I end up going to the gym and trying to exercise the calories off. I am in my late 20s, and I have been dealing with this since I was a teenager. Are there any coping mechanisms I can use to break this cycle?","The fact that you are aware of the issue and what causes it is a step in the right direction.  You can absolutely break the cycle but it takes a lot of effort.  Much like growing a physical muscle, developing coping mechanisms must be practiced (exercised) in order to gain strength.  Find healthy activities that you like to do that can help you deal with stress.  It appears that you are already going to the gym which is awesome; you want this to be a healthy experience not one done out of guilt.  Is it possible for you to incorporate food items that are healthy for you? Remember any changes you make must be practiced and developed over time.  You should seek professional help to assist you with getting to the root cause of your emotional connection to food. Normally these issues date back to childhood experiences however this is a generalization and I have little information to go on.  Above all else BE KIND TO YOURSELF! Shame is counterproductive. If you want something to grow you give it love and attention. Well wishes!!!!!!"
112,"I have a problem with binge eating, especially during times of stress. I binge eat and feel so overwhelmed with shame and disappointment that I end up going to the gym and trying to exercise the calories off. I am in my late 20s, and I have been dealing with this since I was a teenager. Are there any coping mechanisms I can use to break this cycle?","I believe that for results that last, the best approach is to understand why someone feels like doing a certain behavior.""Coping mechanisms"" are superficial instruction that people usually give up on when feeling extreme pressure from the problem behaviors.Take the slower road of understanding why you would deprive yourself of enjoying food.Also, if you consider the binging as a mistake of some kind, reflect on why doing something less than ideal, deserves harsh criticism and not tolerance and acceptance that people mess up occasionally.I'm glad you know that there are better ways of treating yourself.  This is a valuable awareness of realizing you deserve patience and respect, not humiliation and severe criticism when you are lost as to best ways of self-care."
113,"I have no self control over food. Most people stop when they've had enough, but I keep eating for the pleasure of it. Especially with sweets - I'm never done eating dessert.","Hello! I'm so glad you decided to write in today. This is such a great question and I'm sure many others will relate to exactly what you're describing. There are a few different ways we can look at in understanding your concern. First, I think it's important to understand food is just food. Food is meant to nourish our bodies, provide us with energy and yes, sometimes reserved for special occasions and celebrations. But in many cultures, we place a LOT of emphasis on food. We have food at every gathering and every celebration. What's more people have come to almost EXPECT food to be present at any and every get-together. And if it's not? Well, then forget about it! I see this time and time again with my clients. Donuts appear in the office, and it's almost like donuts have never been there before! Must eat one (or two)! However, we need to remind ourselves that this occurrence, or similar ones, will not be the last time we can enjoy this particular food. It is likely the office donuts have happened before, and they will be there again on another day. During these moments, I like to have my clients employ a Stop-and-Think method. Stop-and-Think about your goals before you eat. Is this donut getting you where you want to be? Also, I have my clients ask themselves how special is this donut? If the donut really is a special donut (from the best bakery in town and you've never been there before) then now might be a time to have the donut. But if not, it would be wise to pass and wait until that ""special"" donut. Another aspect we need to remember about food, is to think about what we're getting from overindulging or overeating. Are you trying to drown out other emotions? Are you trying to feel better and the food gives you that feeling for a brief moment? What ELSE is going on? This can be determined by utilizing what we describe as a Thought Record. A Thought Record involves tracking and identifying thoughts and feelings associated with food triggers. By targeting the emotions, we can then determine where they're coming from, as well as how to decipher them. A therapist can also help you with understanding your emotions related to food and will be helpful in assisting you with the Thought Record.The most important thing to remember is that ""food addiction"" can be a real problem for a lot of people. If food is taking over your life and you are preoccupied and overwhelmed with knowing where to start, please seek out help. Binge eating is the most common eating disorder and impacts the lives of thousands. There are lots of free resources and information on my website at www.maddenwellnessky.com. In addition, I offer individual coaching and counseling through my website and I would love to help!- Amber"
113,"I have no self control over food. Most people stop when they've had enough, but I keep eating for the pleasure of it. Especially with sweets - I'm never done eating dessert.","I would recommend removing yourself from the environment you are in after you have finished eating. A simple walk around the block, calling up a friend and going to visit, or even going to another room in the house can help. If you find that you truly have no self control over food, I recommend attending Overeaters Anonymous; a 12 step group for those with compulsive issues related to food. I hope this helps."
114,There's this boy who asked me out awhile ago. I said no because my friends and family would think weirdly of me. How do I be with him and tell him and tell my friends?,"Since you've decided to be with the boy who already showed you his interest, then why not simply tell him you decided to accept his invitation to be together?Probably your first concern about hesitating to accept this boy into your life due to the way you imagine your family may react if you do, is the more complex matter to solve.Forming a relationship does bring up our values and the way these are different or similar to our own.    At the same time, we already have values which are rooted in those from the family in which we grew up.Your dilemma of wanting to be with this boy shows there is a clash between your values as an individual, including your choice of partner, and the way your family understands the values which support being part of a couple.Stay true to what you feel, whether this comes from your family or the way you currently are evolving.This will guarantee that your new relationship will be built on the values and person you truly are."
115,"I have suffered many things at home and school. We never went to the doctor to diagnose depression or anything like that, but I always feel like a part of my heart is missing. I try to fill it in with objects or, in this case, a woman.",Maybe the reason is not having confidence in the love you give to yourself.Possibly you consider the quality of your self-love as inferior to love someone else gives you.The best way to push through to your own self-comfort and acceptance is to be aware of this tendency so you can remind yourself to practice appreciating the unique love you give to yourself.
115,"I have suffered many things at home and school. We never went to the doctor to diagnose depression or anything like that, but I always feel like a part of my heart is missing. I try to fill it in with objects or, in this case, a woman.","There could be many reasons but often people feel validated when they are in a relationship, the need to be in a relationship can be related to a belief of unlovability which often stems from our childhood. The relationship sort of soothes this temporarily and the others interest or desire helps counteract the ingrained belief. There are many questions that may help understand why, how was your relationship with your mother (caregivers)?  How was your childhood etc.? Many people describe having a hole or void they try and fill with material things or people but it only is a temporary fix which usually drives the person to the next relationship, or object in hopes it will be fulfilling but it never is because fulfillment is work we need to do ourselves. This journey involves finding acceptance and love for ourselves. Once we have that we don't need to look elsewhere for fulfillment."
115,"I have suffered many things at home and school. We never went to the doctor to diagnose depression or anything like that, but I always feel like a part of my heart is missing. I try to fill it in with objects or, in this case, a woman.","There are a lot of ways to look at this. It sounds as if there is a part of you that is looking for support. I wonder what it is that you feel when you're not in a relationship?Because of the way you asked the question, I'm getting the impression that you are referring to romantic relationships. I wonder if you have close friendships that could form a network to help with this when you are not romantically involved with someone. Even when you are in a relationship with a romantic partner, having friends is still an important element.I wonder if you could also notice what changes for you inside of yourself (as far as emotions) when you move from not being in a relationship to being in one.Perhaps you could take a look at what you value about yourself.In general, it is natural for people to want to be in relationships with others (in this case, relationship has many meanings and degrees). Most of us enjoy sharing elements of our days, thoughts, feelings, etc. with someone else who we trust and care about – also hoping they care about us in return."
116,"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","It is not the case of being right or wrong, in my view. If you are asking, I believe you truly care for your boyfriend. It seems like he is having difficulties in establishing trust in this relationship. The ideal would be to come closer to his upsetness and to show him that you are there for him. I hope all goes well. Rossana Mag."
116,"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","The most important thing to ask yourself here is, ""how did this action affect my relationship, and is it worth the consequences?"" Regardless of your intentions in this action, your boyfriend is uncomfortable with this type of behavior. From here, we can objectively decide if spending time with your previous partner (because that is likely what your boyfriend sees them as) is worth harming the relationship you currently have. It is very rare that a person would be comfortable with their partner spending more than a very little amount of time with their exes. Many times, it just gives the wrong impressions. It is very possible that your partner may believe that since you spend so much time with them, that they are still a contender for the most intimate relationship you have to offer, and truth be told, they kind of are. The best intimate relationships, are friendships first and foremost. It is also a good thing to consider what you are getting out of the relationship with your ex that you are not getting out of the relationship with your current boyfriend. If you go to this person for emotional support before your boyfriend, then it is very likely you're involved in some ""emotional infidelity"". When we turn to others instead of our partner, it is as if we ""ran into another person's arms"" instead of theirs. No matter who you are, that hurts."
116,"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","Depends on your definition of ""wrong"" on this one. Was it objectively wrong to spend the weekend with a good friend, who also happens to be an ex? Probably not. But, it upset your current boyfriend, and he is entitled to his feelings if you are in a relationship with him. He may be out of line if he assumes that anything happened between you and your ex that would compromise the relationship, however your boyfriend being upset might also mean that he wanted to spend that kind of weekend with you and did not get to do that.Long story short, it might help your relationship to understand more, and be curious, not judge-y, around what is upsetting for him. Perhaps having empathy for his experience of the behavior could help him to feel more secure with you having relationships with your ex(es)."
116,"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","While you can't be responsible for your boyfriend's feelings, relationships do come with expectations.  Both people in a relationship bring their own expectations into it.  These expectations are usually unspoken, but result in conflict as you are experiencing here!  Your boyfriend expects you not to spend the weekend with this guy.  He may expect you not to spend the weekend with any guy at all.  He may expect you to spend every single weekend with him!  You'll have to decide if his expectations are ones you can live with.  Relationships do require some compromise out of concern for our partner, but you get to choose how much you compromise. We get upset about things that make us feel insecure.  You spending the weekend with an ex makes your boyfriend feel insecure.  That doesn't mean you did anything wrong.  It just means that you have to decide if it's more important for you to maintain your freedom to spend weekends with whomever you wish, or to help your boyfriend feel secure in your relationship. Good luck!  Hope that helps,Allison"
116,"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","Hello. There are a number of factors playing into this situation. A former romantic partner coming back onto the scene during a current relationship; you spending alone time (and spending the night) with that former partner; and the uneasy feelings experienced by your current partner (boyfriend). Now those are the ones you have openly expressed. There are very likely other issues that prompted this behavior on your part. You ask if you were wrong. It is not a question I will be able to answer, because it is not one I am meant to answer. It is up to you to find that truth. Now, if you are feeling guilty, was it because of some sexual engagement occurred when you spent the night? If so, you might want to look at why that happened. Do you feel secure in your current relationship? Is this the relationship you want, or do you want to be with the former boyfriend?Important questions, but ones you need to ask and answer. Odds are, there is something that triggered this event to occur and it becomes a focal point in discovering any unexplored discomfort or other issues with your current boyfriend. Seeking relationship counseling can be effective in sorting this out, so be open to that possibility to help you clarify your thoughts and feelings.Best of luck to you."
116,"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","Ideally you and your boyfriend will reach a balance point where you and your boyfriend are each happy with the level of involvement you have with your former boyfriend.Start w a discussion with your current boyfriend as to what specifically he doesn't like about your friendship with your former boyfriend.It is possible that you can answer his concerns as well he can find out from you more as to what the friendship is all about.As a therapist, I've never seen a former romantic relationship become only a friendship.   As sincere as you may be in your intention to only keep the friendship with the former relationship partner, if  your former boyfriend secretly has romantic feelings for you, then at best, you've got an unclear friendship with this person.The obvious possibility is to socialize together with your current boyfriend and your former one. If neither guy would go for this, then this would show there is an undercurrent of competition for your romantic attention.Basically make your romantic partner's feelings and your own, the major considerations and discuss from this perspective."
116,"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","This can be a very complicated situation. The boundaries of relationship include the rules to follow in the relationship. It is important to follow the rules of your relationship  in regards to each person being able to spend time with exes. If you and your boyfriend agree upon a rule about spending time with exes, then there should be no problem."
116,"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","Thank you for submitting this question. I think this type of situation can be common for many couples struggling with how to keep friendships with past relationships while being in a new relationship. For me, more information is needed here...but given the information provided, the way I interpret the question is...I'm assuming your boyfriend didn't know you were going to spend the weekend with your good friend?  Working off of this assumption, I would suggest beginning an open and honest dialogue with your boyfriend about what specifically upset him? And to talk about your point of view regarding spending the weekend with him. I would also suggest talking about how you both envision your relationship when it comes to spending time with others. If you feel like you can't have this conversation without it going off track, please consider seeing a couples therapist. They can help you begin these important conversations that can help shape and develop the relationship you and your boyfriend long for."
116,"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","That is a difficult situation and there is no right or wrong. You both need to discuss it and come up with a solution that works for the both of you. You want to spend time with your friend but your boyfriend  may feel betrayed by you spending quality time with another man you have been intimate with. There may be a way for you both to get your needs met. Maybe you only spend short periods of time with your friend, not a whole weekend. Or you check in with your boyfriend  periodically when you see your friend. It really depends on the two of you. If it becomes too difficult, you may need a neutral party to help you establish appropriate boundaries around this issue. Good luck!"
116,"I have a friend that who I used to be in a relationship with. It was brief and turned into us being just good friends.
   I spent the weekend with him and it upset my boyfriend. Was i wrong?","It's completely understandable that you would have male friends and that you would want to spend time with them.  When you cross over from friends to a relationship, it does change things.  Some people are very easy going and wouldn't feel threatened by what you did  Others would be upset.  If your boyfriend is upset by you spending time with this male friend, then you need to talk about it.  Each of you needs to express your feelings about the situation and listen to the other with patience and respect.  Then you can make a decision on what is best for you and your relationship.  Maybe he wouldn't be upset if you saw this friend while you were with your boyfriend.  Or maybe your boyfriend would feel better if he got to know this person better and could trust him.  Most likely you can come up with a situation that will make both of you comfortable going forward.  You didn't do anything ""wrong"" because it doesn't sound like you intended to hurt your boyfriend.  But if you really care about your boyfriend, then you probably care about making him upset.  Instead of looking at this issue as a problem, try to look at it as an opportunity to connect.  If you can both listen to each other and understand each other, your relationship can become even closer."
117,I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,"I can only imagine how hard that must have been to hear. On one hand, most of us would say we want our partners to always be honest with us, but on the other disclosures like this can lead to feelings of worry and inadequacy if we're not careful. So let me first of all say that it is very normal for human beings, even very committed and happy partners to have moments where they notice an attraction for someone else. Quite honestly, the brain can't help it. It sees something good looking and it pays attention. And when we pay attention to something good, our brains send out neurochemicals associated with that happy thought...and we get a rush of what your girlfriend is labeling ""a crush."" The difficulty here is deciphering whether she was just attempting to honor her commitment to you by sharing this feeling OR if she is continuing to feed those feelings. I would encourage you to thank her for being honest if you haven't already, and ask her to further describe the nature of these feelings and what she'd like to do from here. As weird as it is to say, at the end of the day, what helps the most is typically reassuring yourself that you WILL be okay not matter what! That it is worth it to invest in your relationship and give it your all and if someday, god forbid, this woman chooses to walk away, then she is not the one. Will it hurt? Of course. But is it the end? Hell no! There are 7.5 billion people on the planet and I firmly believe statistically speaking alone, there are at least several hundred thousand that could be AMAZING partners for you. Cheering you on,Tamara Powell, LMHCP.S. You might enjoy this excellent book by Esther Perel for further inquiry into the fascinating world of love and mating behaviors: ""Mating in Captivity”"
117,I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,"Hi! It sounds like you are stuck in a difficult place. You do not want to appear to jealous and yet, it's hard not to be, when you hear about ""the crush"". It's only natural to feel a little insecure and you're doing a great job by asking how to cope better. First of all, long-distance relationships are very hard. Is this situation likely to continue for a long period of time? The old adage that ""absence makes the heart grow fonder"" simply isn't true. It requires a lot of work to keep the fire burning. Are you, guys, talking to each other a lot? Visiting each other relatively often? Making common plans for those visits or your future together? Do you manage to have fun together, despite the distance (e.g., laugh on the phone, have ""shared"" experiences such as watching a movie simultaneously at your different locations, perhaps having phone sex)? All of the above are good ways to ensure that your bond stays strong and there will be less space left for interest in other people. Based on the fact that  your girlfriend told you about the crush t I would guess that she thinks it's innocent enough - nothing too threatening. Try to talk to her about your feelings and brainstorm together ways you can increase your intimacy, which will likely improve your sense of security in the relationship but also help her get over the crush. Good luck! Zofia"
117,I’ve been in a long distance relationship with my girlfriend for just over a year. This past week she admitted to me that she has feelings for another guy. She says it’s “just a crush” but I don't know how to cope with it.    How should I deal with this?,"Long distance relationships are very difficult to maintain, not just for the lack of communication, but also because of the lack of intimacy that comes along with it. Even if you have spectacular communication while in a long-distance relationship, it is difficult to maintain intimacy because you are lacking in the physical contact aspect of intimacy. Here, we are not talking about sex, but about the emotional connection that happens along with physical contact. It is also hard to have shared experiences when the two of you are in separate places. These are the challenges that you face, but there are some ways to improve your odds. The first thing to remember here is that dating is all about finding a person that you want to eventually dedicate your time, resources, and self to. If either of you finds that the relationship is one that you are not necessarily committed to, it is better to find out and have the opportunity to date others before a commitment is made. The second thing to remember is that open communication is a good sign in a relationship. That being said, I do not believe that sharing details about your ""crushes"" is the best thing for a relationship. Instead, I would recommend working on improving the relationship as best you can. It is a wonderful thing when we can feel that we have given our best efforts on something, especially something as important as the act of loving. Here are a couple things that you can do to improve even a long-distance relationship. Start by downloading the Gottman Card Decks App here https://www.gottman.com/couples/apps/. While on the phone or video chat, try asking each other some of these questions so that you can build a deeper knowledge of one another. Some may seem silly, but they help you know the other person more intimately. It is also helpful to make sure that you are having regular communication with each other. Some situations make it very difficult to communicate, but if at all possible, daily communication via phone or video chat would be best. Even if it is just for 30 minutes a day, really dedicate your time and attention to each other during those calls. Next, it can be helpful to know each other's love languages so you can show each other how much you really care. Take the assessment for the 5 Love Languages and talk about the results together. You can find the assessment here: http://www.5lovelanguages.com/profile/Attraction to other people is completely normal and involves biological processes. Intimacy, on the other hand, creates real connection and dedication to each other. Learn about each other, spend time together, and you will create intimacy."
