questionID,questionText,answerText
130,How to accept my lgbtq step daughter,"First you try to accept them as they are .When your children come out to you about their gender identity or sexuality, it can be a big step for them. One that's filled with fear, anxiety about your reaction, and hope that you will love them no matter what you are about to say. You need to believe your child and make this known to them. It is easy to assume clichés or go into a space of denial by saying things like ""it's just a phase"" or ""they're confused,"" especially if your child is young. However, saying these words can irreparably damage your relationship with them. If these are your first thoughts, you will need to work through this in your own time, but your child needs to see that you believe in them. Inspite of that if your child is step/half child be more delicate to them as it is a more sensitive issue"
131,"My child is creating an imaginary world , assuming themselves as movie characters or any other celebrities what should I do",It is because they are able to live the life they want so they imagining and living through the characters. So tell your child to go take steos for their dream and not to live through other successful person life.Encourage them to be more courageous make them understand by dreaming nothing will change
132,"My son is creating an imaginary world , assuming themselves as movie characters or any other celebrities what should I do",It is because they are able to live the life they want so they imagining and living through the characters. So tell your child to go take steos for their dream and not to live through other successful person life.Encourage them to be more courageous make them understand by dreaming nothing will change
133,"My daughter is creating an imaginary world , assuming themselves as movie characters or any other celebrities what should I do",It is because they are able to live the life they want so they imagining and living through the characters. So tell your child to go take steos for their dream and not to live through other successful person life.Encourage them to be more courageous make them understand by dreaming nothing will change
134,"My step son is creating an imaginary world , assuming themselves as movie characters or any other celebrities what should I do",It is because they are able to live the life they want so they imagining and living through the characters. So tell your child to go take steos for their dream and not to live through other successful person life.Encourage them to be more courageous make them understand by dreaming nothing will change
135,"My step daughter is creating an imaginary world , assuming themselves as movie characters or any other celebrities what should I do",It is because they are able to live the life they want so they imagining and living through the characters. So tell your child to go take steos for their dream and not to live through other successful person life.Encourage them to be more courageous make them understand by dreaming nothing will change
136,My child is having confusions whether they are normal or lgbtq,Tell your child to speak out their opinions by that we can figure out whether its straigt or not
137,My son is having confusions whether they are normal or lgbtq,Tell your child to speak out their opinions by that we can figure out whether its straigt or not
138,My daughter is having confusions whether they are normal or lgbtq,Tell your child to speak out their opinions by that we can figure out whether its straigt or not
139,My step son is having confusions whether they are normal or lgbtq,Tell your child to speak out their opinions by that we can figure out whether its straigt or not
140,My step daughter is having confusions whether they are normal or lgbtq,Tell your child to speak out their opinions by that we can figure out whether its straigt or not
141,"My child is always into social media like facebook,whatsapp, youtube, instagram , snapchat how to reduce it","Keep a check on their online activities and put a time limit on your child's online presence to curb this problem. Don't let them disclose everything on social media: Sharing too much information, private details, and photos on social media platform can have much more adverse effects than you can imagine.Helping your teenager to develop positive habits like taking regular breaks from checking social media, and making sure notifications are turned off so that their mobile device isn't distracting can help reduce the compulsion to check in with social media so often."
142,"My son is always into social media like facebook,whatsapp, youtube, instagram , snapchat how to reduce it","Keep a check on their online activities and put a time limit on your child's online presence to curb this problem. Don't let them disclose everything on social media: Sharing too much information, private details, and photos on social media platform can have much more adverse effects than you can imagine.Helping your teenager to develop positive habits like taking regular breaks from checking social media, and making sure notifications are turned off so that their mobile device isn't distracting can help reduce the compulsion to check in with social media so often."
143,"My daughter is always into social media like facebook,whatsapp, youtube, instagram , snapchat how to reduce it","Keep a check on their online activities and put a time limit on your child's online presence to curb this problem. Don't let them disclose everything on social media: Sharing too much information, private details, and photos on social media platform can have much more adverse effects than you can imagine.Helping your teenager to develop positive habits like taking regular breaks from checking social media, and making sure notifications are turned off so that their mobile device isn't distracting can help reduce the compulsion to check in with social media so often."
144,"My step son is always into social media like facebook,whatsapp, youtube, instagram , snapchat how to reduce it","Keep a check on their online activities and put a time limit on your child's online presence to curb this problem. Don't let them disclose everything on social media: Sharing too much information, private details, and photos on social media platform can have much more adverse effects than you can imagine.Helping your teenager to develop positive habits like taking regular breaks from checking social media, and making sure notifications are turned off so that their mobile device isn't distracting can help reduce the compulsion to check in with social media so often."
145,"My step daughter is always into social media like facebook,whatsapp, youtube, instagram , snapchat how to reduce it","Keep a check on their online activities and put a time limit on your child's online presence to curb this problem. Don't let them disclose everything on social media: Sharing too much information, private details, and photos on social media platform can have much more adverse effects than you can imagine.Helping your teenager to develop positive habits like taking regular breaks from checking social media, and making sure notifications are turned off so that their mobile device isn't distracting can help reduce the compulsion to check in with social media so often."
146,My teen is always self harming I can see marks in body,"Self-harming is sign to call for help, check whether your teen has love issues mostly it occurs through love , if not check is education level and wiiling to do academic works by figuring out we can speak to teens"
147,My son is always self harming I can see marks in body,"Self-harming is sign to call for help, check whether your teen has love issues mostly it occurs through love , if not check is education level and wiiling to do academic works by figuring out we can speak to teens"
148,My daughter is always self harming I can see marks in body,"Self-harming is sign to call for help, check whether your teen has love issues mostly it occurs through love , if not check is education level and wiiling to do academic works by figuring out we can speak to teens"
149,My step son is always self harming I can see marks in body,"Self-harming is sign to call for help, check whether your teen has love issues mostly it occurs through love , if not check is education level and wiiling to do academic works by figuring out we can speak to teens"
150,My step daughter is always self harming I can see marks in body,"Self-harming is sign to call for help, check whether your teen has love issues mostly it occurs through love , if not check is education level and wiiling to do academic works by figuring out we can speak to teens"
151,My teenage child have confusions to chose group in 11th how to solve this issue,
152,My teenage child have confusions to chose college after school,"Don't pressure your student to pick a particular college,Don't compare your child to others,Compare financial aid offers,Discuss affordability in detail,Evaluate academic opportunities,Research career outcomes,Talk about location,Focus on finding the right fit,Visit the campus again – or take a virtual tour,Don't pressure your teenager about his or her college choice."
153,"My teenage child wants to join a highfied , rich college but my situation is not good I am not able to afford the price how to convience my child",Tell your child about the financial struggles you are facing and make them understand your situation. Make them understand not everyone comes from a rich background but they can create a rich lifestyle by their hardwork and dedication
154,My teenage child wants to discontinue studies and start a new career/ like becoming a media person,Don’t pressure your child but please make them finish their studies make them to set it as their backup plan .Let them do their dream career part time untill they complete the studies .After graduation they can take the final choice. Support your child at that time
155,My teenage child wants to become actor/actress/model/celebrity rather than studying,Don’t pressure your child but please make them finish their studies make them to set it as their backup plan .Let them do their dream career part time untill they complete the studies .After graduation they can take the final choice. Support your child at that time
156,My teenage child has low marks in school so joined in a middle level college how to make overcome the stress and start a new beginning,Tell them to not lose the opportunity they have got because many will not get this opportunity itself past is past no one can change it but future can be changed.Tell them to work hard now onwards to get placed in a good company or getting selected in highly reputed college for pg. Always their own hardwork will be with them last
157,My teenage child has low marks in 10th so joined different group in 11th,Tell them to not lose the opportunity they have got because many will not get this opportunity itself past is past no one can change it but future can be changed.Tell them to work hard now onwards to get placed in a good company or getting selected in highly reputed college for pg. Always their own hardwork will be with them last.Tell tem to chose the field they wanted in the present group
158,My teenage child are thinking I am scolding them because they have not joined college or doing other works. But I am doing this because of the above reasons how to change this thought,
159,I have a feeling that my teenage child/son/daughter have gone through love failure,"Your first reaction might be to shower your child with well-meaning, placating statements, such as “you can do better” or “they weren’t right for you anyway.” You’ll probably want to tell them that they're too young to be so seriously involved, or fall back on the ultimate relationship cliché: “There are plenty of fish in the sea.” But these sentiments are generally unhelpful.Saying ""I told you so"" about a partner you had warned them against is not helpful or supportive, either. Criticizing your teen's ex will likely just make them feel worse. And they're likely to be defensive and less interested in confiding in you.Keep these in your mind before speaking with your child they are,1. Validate Your Teen’s Emotions
2. Support Your Teen's Decision
3. Find a Middle Ground
4. Be a Good Listener
5. Talk About Technology
6. Provide a Little Distraction
7. Get Back to Routine
8. Be Prepared for the Roller Coaster
9. Seek Help When Necessary
10. Keep the Focus on Your Teen"
160,How to help my teenager/son/daughter to deal with breakup,"Your first reaction might be to shower your child with well-meaning, placating statements, such as “you can do better” or “they weren’t right for you anyway.” You’ll probably want to tell them that they're too young to be so seriously involved, or fall back on the ultimate relationship cliché: “There are plenty of fish in the sea.” But these sentiments are generally unhelpful.Saying ""I told you so"" about a partner you had warned them against is not helpful or supportive, either. Criticizing your teen's ex will likely just make them feel worse. And they're likely to be defensive and less interested in confiding in you.Keep these in your mind before speaking with your child they are,1. Validate Your Teen’s Emotions
2. Support Your Teen's Decision
3. Find a Middle Ground
4. Be a Good Listener
5. Talk About Technology
6. Provide a Little Distraction
7. Get Back to Routine
8. Be Prepared for the Roller Coaster
9. Seek Help When Necessary
10. Keep the Focus on Your Teen"
161,My teenage child/son/daughter always uses phone especially at night,"As long as she's not buying or selling things on the black market or doing other illegal activity I wouldn't worry about it. That was sarcastic of course because the chances of her doing that are basically none. I guess I would mainly be concerned that she's getting sleep. If I caught her on the phone at 3am in the morning I'd be upset because she needs sleep. I'd take her phone at night if she isn't sleeping well and getting bad grades.I would talk to her about online predators and mention to her the tactics they use and to not share personal information with strangers. If she's exploring her sexuality it's not that big of a deal as long as you explain to her the dangers of real life sex and have a good idea of where she's going when she goes out. If she's exploring her sexuality, taking her phone away won't help. She can get that stuff from everywhere these days. You'd only be limiting her access really.Call her when she's out to make sure everything's going okay and to remind her to be careful/safe."
162,My daughter says she is tired of babysitting her siblings,"Let them to live their life because they are also in their growing stage, if this continues they will develop hatred towards the rest of the siblings"
163,My son says she is tired of babysitting his siblings,"Let them to live their life because they are also in their growing stage, if this continues they will develop hatred towards the rest of the siblings"
164,"My middle child feels that they are not getting more attention, they tend to stand out",It is normal for middle kids to feel that way because mostly parents concentration will be at elder and younger so middle one feels alone .So as a parent show your love equally .If it continues the unwanted jealousy will be created and rivalry between siblings will be formed in future
165,My teenage child feels happy with others failures I am scared how to cure it,"It is because of jealousy the things which they can't do are achieved by others .We get a hit of dopamine after any pleasure in life: delicious food, drugs, falling in love, sex, praise, winning a competition, most anything that feels good. And as it turns out our brains release dopamine when something bad happens to someone we envy.So tell your child to not focus on others and improve themselves .By having jealousy nothing will improve.If you don't stop know it will turn into sadistic behaviour"
166,My teenage child tells me I am interfering too much in their lives,"We must also take into account that the parents' attitude can be quite bad for the children and that sometimes, children should take their own decisions. To begin with, if the parents interfere too much with their children's choices, it could cause a domestic conflict between parents and children.So watch your child but at the same time give them space each individual deserves that .Be freindly with your child so that they share everything with you somehow you will get a point about your child"
167,Myself and my husband will be always fighting so I am scared that she will go for love and care with strangers,"Yes she will search for care with strangers but sadly most of the them will take advantage of your daughter , so talk with this issue with your husband if he does not understand then be separated and give your daughter a peacefull environment if she grows in toxic/abusive environment she will become okay with and think it as correct"
168,Myself and my wife will be always fighting so I am scared that she will go for love and care with strangers,"Yes she will search for care with strangers but sadly most of the them will take advantage of your daughter , so talk with this issue with your wife if she does not understand then be separated and give your daughter a peacefull environment if she grows in toxic/abusive environment she will become okay with and think it as correct"
169,My teenage child is Constant Whining and Complaining,"It is important to know that the pure reason for complaining and whining is that your kid wants to know whether you are paying attention to him or not. It is best to talk with him the moment you hear him complain and offer a solution quickly. Gradually, educate him in communicating his issues the right way instead of whining all the time. Talk to him about how he himself can resolve certain problems of his own."
170,My child asks me too be stylish should I change my style,If you want to go for it then do it otherwise please don't if you are comfortable then do or else the same practice will be repeated to your children
171,My teen thinks I too dominating others,"It happens when you highly interfere in their life.We must also take into account that the parents' attitude can be quite bad for the children and that sometimes, children should take their own decisions. To begin with, if the parents interfere too much with their children's choices, it could cause a domestic conflict between parents and children.So watch your child but at the same time give them space each individual deserves that .Be freindly with your child so that they share everything with you somehow you will get a point about your child"
172,My step child thinks I too dominating others,A normal child feels this way is different but when a step child feels this way you should deal it very delicate because it is not easy for the child to accept . Give them the space if you want to advice then tell them both the ways of a problem good solution and bad solution and make them to take final choice make sure guide them to take good choice
173,I am worried of my relatives will scold me because of my teenage pregant daughter,Don't care about others because each person give maintain a rule for themselves and a rule for others so first think about what is correct for your child and also the unborn baby.Your child needs utmost care at this stage as they will be heavy burden now onwards support your child 
174,I am worried of my relatives will scold me because of my teenage pregant son,Don't care about others because each person give maintain a rule for themselves and a rule for others so first think about what is correct for your child and also the unborn baby.Your child needs utmost care at this stage as they will be heavy burden now onwards support your child 
175,Why my child is being over dependent,"Overly dependent children who aren't emotionally prepared for this independent growth show visible signs. They may cling to secure ""anchors,"" such as a parent, friend, or teacher, and have great difficulty adjusting to a substitute or the unpleasantness of circumstances at school.This mostly can be classified for single child and also others.So you just encourage them to mingle with others,Recognize and validate the child's feelings. ...
Comfort them. ...
Don't ignore them, leave them, or force them to interact with what is stressing them. ...
Prepare them before a new experience. ...
Check any of your actions that enable clinginess."
176,My daughter feels as a girl she is following many rules ,Yes it is 100% accepted that your daughter feels this way because generally women are given less priority  especially in india so encourage your daughter to not leave education for any cost because it is the only tool to succed and by that she can bring changes in next generation girl child future.Please don't compromise your daughter's education at any cost.Encourage your daughter to be brave and bold to voice out her opinion.
177,"My daughter does everything in the last movement , studying far exam the last day , doing assignments",There may be mostly two things for this problem one is laziness it can be reduced by alloting some works to your daughter other thing is that fear to complete that work by thinking whether we can complete or not and the end result is doing nothing so tell her to start and trust the process
178,"My son does everything in the last movement , studying far exam the last day , doing assignments",There may be mostly two things for this problem one is laziness it can be reduced by alloting some works to your son other thing is that fear to complete that work by thinking whether we can complete or not and the end result is doing nothing so tell him to start and trust the process
179,Am I being over protective in my child's /son/daughter 's life,Being protective is not wrong but being over protective kind of irritates your child and your relationship with your child will be awkward in future so give them their space .Don't interfere too much in their lives I know it will be difficult as a parent but be friendly to them so that they itself share and notice your child's behaviour by not disturbing them.
180,Am I being over protective in my step son / step daughter's life,Being a step parent is a very tough task as the child will not believe you but give some time for the child to mingle with you .In the next marriage all the persons will be overprotective of their family to not break for your insecurity don't disturb the child (both your/spouse child) as it is difficult for them to accept new family give them time.Being protective is not wrong but being over protective kind of irritates your child and your relationship with your child will be awkward in future so give them their space .Don't interfere too much in their lives I know it will be difficult as a parent but be friendly to them so that they itself share and notice your child's behaviour by not disturbing them
181,I am afraid that my family will break because my spouse kids doesn't mingle with me.This is my next marriage so I don't want my family to break,Being a step parent is a very tough task as the child will not believe you but give some time for the child to mingle with you .In the next marriage all the persons will be overprotective of their family to not break for your insecurity don't disturb the child (both your/spouse child) as it is difficult for them to accept new family give them time
182,My son tells me I am not understanding and caring how can I prove myself,"Saying “I don't care” is effective bait to lure parents into arguing about how they think their child should feel. How to handle it: Say something like, “It's okay that you don't care, but it's your responsibility to do your chores,” then walk away.So don't worry about them they will know that you care about them its just a tool to do their work so leave it as the time goes they will understand.And you also try to be friendly with them.Understand material things don't equate love , have fun eith them and listen to them and always support them eventhey slip"
183,My daughter tells me I am not understanding and caring how can I prove myself,"Saying “I don't care” is effective bait to lure parents into arguing about how they think their child should feel. How to handle it: Say something like, “It's okay that you don't care, but it's your responsibility to do your chores,” then walk away.So don't worry about them they will know that you care about them its just a tool to do their work so leave it as the time goes they will understand.And you also try to be friendly with them.Understand material things don't equate love , have fun eith them and listen to them and always support them eventhey slip"
184,My step son tells me I am not understanding and caring how can I prove myself,"Saying “I don't care” is effective bait to lure parents into arguing about how they think their child should feel. How to handle it: Say something like, “It's okay that you don't care, but it's your responsibility to do your chores,” then walk away.So don't worry about them they will know that you care about them its just a tool to do their work so leave it as the time goes they will understand.And you also try to be friendly with them..Since it is your step child you will have the feeling of or worry of will the family break give them some time to settle in the family note their favourite games and extra curricular activites and spend time with they will slowly mingle with you"
185,My step daughter tells me I am not understanding and caring how can I prove myself,"Saying “I don't care” is effective bait to lure parents into arguing about how they think their child should feel. How to handle it: Say something like, “It's okay that you don't care, but it's your responsibility to do your chores,” then walk away.So don't worry about them they will know that you care about them its just a tool to do their work so leave it as the time goes they will understand.And you also try to be friendly with them..Since it is your step child you will have the feeling of or worry of will the family break give them some time to settle in the family note their favourite games and extra curricular activites and spend time with they will slowly mingle with you."
186,I recently got divorce how to handle my teenager ,"Adolescents may become less involved with school, responsibilities, and other activities. Grades will often drop and you may notice a marked increase in truancy. The teen may increase dangerous or self-abusive behavior such as binge drinking, using drugs, and sexual promiscuity.When parents are going through separation or divorce, teenagers often need time to work through their feelings. It can help to explain the situation clearly, reassure teenagers that it isn't their fault, and keep them away from any conflict. Familiar and consistent routines can help teenagers cope with family changes.Adults who experienced divorce during childhood may have more relationship difficulties. Divorce rates are higher for people whose parents were divorced.Parents play a major role in how children adjust to a divorce. Here are some strategies that can reduce the psychological toll divorce has on children:Co-Parent Peacefully,Avoid Putting Kids in the Middle,Maintain Healthy Relationships,Use Consistent Discipline,Empower Your Children,Teach Coping Skills,Help Kids Feel Safe"
187,I recently got divorce how to handle my son,"Adolescents may become less involved with school, responsibilities, and other activities. Grades will often drop and you may notice a marked increase in truancy. The teen may increase dangerous or self-abusive behavior such as binge drinking, using drugs, and sexual promiscuity.When parents are going through separation or divorce, teenagers often need time to work through their feelings. It can help to explain the situation clearly, reassure teenagers that it isn't their fault, and keep them away from any conflict. Familiar and consistent routines can help teenagers cope with family changes.Adults who experienced divorce during childhood may have more relationship difficulties. Divorce rates are higher for people whose parents were divorced.Parents play a major role in how children adjust to a divorce. Here are some strategies that can reduce the psychological toll divorce has on children:Co-Parent Peacefully,Avoid Putting Kids in the Middle,Maintain Healthy Relationships,Use Consistent Discipline,Empower Your Children,Teach Coping Skills,Help Kids Feel Safe"
188,I recently got divorce how to handle my daughter,"Adolescents may become less involved with school, responsibilities, and other activities. Grades will often drop and you may notice a marked increase in truancy. The teen may increase dangerous or self-abusive behavior such as binge drinking, using drugs, and sexual promiscuity.When parents are going through separation or divorce, teenagers often need time to work through their feelings. It can help to explain the situation clearly, reassure teenagers that it isn't their fault, and keep them away from any conflict. Familiar and consistent routines can help teenagers cope with family changes.Adults who experienced divorce during childhood may have more relationship difficulties. Divorce rates are higher for people whose parents were divorced.Parents play a major role in how children adjust to a divorce. Here are some strategies that can reduce the psychological toll divorce has on children:Co-Parent Peacefully,Avoid Putting Kids in the Middle,Maintain Healthy Relationships,Use Consistent Discipline,Empower Your Children,Teach Coping Skills,Help Kids Feel Safe"
189,How do I convince my children to stay with me after the divorce?,"It is the children's own choices. The parents will soon realized that the children are no more kids. They are also very smart and willing to raise their voices. It is painful to hear their side of the outcome. It is best for the parents not to keep any secrets, cause the kids will anyway heard about the dark sides of their parents from relatives and friends. Then they are emotional stronger to handle the situation.What you shouldn’t do, is treat you’re children like a therapist. You shouldn’t talk wrong, about the other parent. You also should let them pick, who they live with. You’ve got a better chance then, that’s what I think. I obviously don’t know you’re kids, so I don’t know for sure. But if you start treating them, as you’re therapist. I don’t think they’ll want to live with you.Unless the other parent is abusive, there is no reason to convince your children to stay with you after divorcing their other parent. Don't talk about the other parent, funny badmouth them. Don't punish the other parent just because your relationship didn't work.
Remember: the children come first, and sometimes that means taking our own ego out of the equation. What's best for them and what's best for us isn't always the same thing, and the children love both their parents. It's damaging to take the kids away from their other parent unless it's absolutely necessary.Mostly chose joint parenting"
190,Mature Ways to Handle Divorce without Ruining Your Kid’s Life,There are ways to handle divorce without hurting your child 1. Understand that it's much worse for the Kids · 2. Hold your Kids' Hands through this Unfamiliar Experience · 3. Make Sure the Kids Feel Loved.Don’t Express Jealousy when the Kids Spend time with your Spouse 5. Speak Kindly about your Spouse.Divorce is a challenging time for spouses and the kids involved. Partners need to realize that it’s their responsibility to ensure the kids come out of this experience unscratched. You should mind how to speak and act around your kids because they can easily pick up on cues.
191,How do I divorce without hurting my child?,"Separation and divorce are emotionally difficult events, but it is possible to have a healthy breakup.The end of a marriage typically unleashes a flood of emotions including anger, grief, anxiety and fear. Sometimes these feelings can rise up when you least expect them, catching you off guard. Such a response is normal, and over time the intensity of these feelings will subside. In the meantime, be kind to yourself. Researchers have found that people who are kind and compassionate to themselves have an easier time managing the day-to-day difficulties of divorce.Try not to think of the breakup as a battle. Divorce mediation is often a good alternative to courtroom proceedings. Trying to work things out yourself can be frustrating and self-defeating as the problems that contributed to your divorce are likely to re-emerge during divorce negotiations. Research shows that mediation can be beneficial for emotional satisfaction, spousal relationships and children’s needs.Divorce can be a traumatic experience for children, but research suggests that most children adjust well within two years following the divorce; on the other hand, children often experience more problems when parents remain in high-conflict marriages instead of splitting up.4 During a divorce, parents can do a lot to ease the child’s transition. Do your best to keep any conflict away from the kids. Ongoing parental conflict increases kids’ risk of psychological and social problems.11
Healthy Divorce
No one enters into a marriage expecting it to fail. Still, more than 20 percent of first marriages end in divorce within five years, and 48 percent of marriages dissolve by the 20-year mark, according to 2006-2010 data from the government’s National Survey of Family Growth.1 Separation and divorce are emotionally difficult events, but it is possible to have a healthy breakup.
Cooperation, communication and mediation
The end of a marriage typically unleashes a flood of emotions including anger, grief, anxiety and fear. Sometimes these feelings can rise up when you least expect them, catching you off guard. Such a response is normal, and over time the intensity of these feelings will subside. In the meantime, be kind to yourself. Researchers have found that people who are kind and compassionate to themselves have an easier time managing the day-to-day difficulties of divorce.2

Try not to think of the breakup as a battle. Divorce mediation is often a good alternative to courtroom proceedings. Trying to work things out yourself can be frustrating and self-defeating as the problems that contributed to your divorce are likely to re-emerge during divorce negotiations. Research shows that mediation can be beneficial for emotional satisfaction, spousal relationships and children’s needs.3

Sitting down and speaking with your soon-to-be-ex-spouse may be the last thing you want to do, but cooperation and communication make divorce healthier for everyone involved. Talking things through with a psychologist may help you reach coordinated decisions with a minimum of conflict.

It can be difficult to remember important details when emotions are running high. Pick a time when you’re feeling calm to write down all the points you want to discuss. When you do sit down with your soon-to-be-ex-spouse, use the list as your guide. Having a “script” to work from can take some of the emotion out of face-to-face communication. If in-person discussions are still too difficult, consider handling some of the details over email.

When kids are involved
Divorce can be a traumatic experience for children, but research suggests that most children adjust well within two years following the divorce; on the other hand, children often experience more problems when parents remain in high-conflict marriages instead of splitting up.4 During a divorce, parents can do a lot to ease the child’s transition. Do your best to keep any conflict away from the kids. Ongoing parental conflict increases kids’ risk of psychological and social problems.It’s often helpful for divorcing parents to come up with a plan and present it to their children together. And, keep the lines of communication open. Kids benefit from having honest conversations about the changes their family is experiencing.In many cases, sudden change can be hard on children. If appropriate, give them a few weeks’ notice before moving them to a new home, or before one spouse moves out. It can be helpful to minimize changes as much as possible in the months and years following a divorce.Kids do better when they maintain close contact with both parents. Research suggests that kids who have a poor relationship with one or both parents may have a harder time dealing with family upheaval. Parent education programs that focus on improving the relationship between parents and their kids have been shown to help children cope better in the months and years following the divorce."
192,What is psychologically damaging to a child?,"Emotional abuse happens when a child is repeatedly made to feel worthless, unloved, alone or scared. Also known as psychological or verbal abuse, it is the most common form of child abuse. It can include constant rejection, hostility, teasing, bullying, yelling, criticism and exposure to family violence"
193,Is second marriage a crime,No but it takes time for your child to understand it
194,My step daughter is not beauty conscious at all,That is because they lack self confidence so that to be in good book others they care too much of others opinion which is highly self destructive .Make them feel they are beautiful just the way they are.Make them to take the efforts to be healthy exercise
195,My step son is not beauty conscious at all,That is because they lack self confidence so that to be in good book others they care too much of others opinion which is highly self destructive .Make them feel they are beautiful just the way they are.Make them to take the efforts to be healthy exercise
196,My son is not beauty conscious at all,That is because they lack self confidence so that to be in good book others they care too much of others opinion which is highly self destructive .Make them feel they are beautiful just the way they are.Make them to take the efforts to be healthy exercise
197,My daughter is not beauty conscious at all,That is because they lack self confidence so that to be in good book others they care too much of others opinion which is highly self destructive .Make them feel they are beautiful just the way they are.Make them to take the efforts to be healthy exercise
198,My child is not beauty conscious at all,That is because they lack self confidence so that to be in good book others they care too much of others opinion which is highly self destructive .Make them feel they are beautiful just the way they are.Make them to take the efforts to be healthy exercise
199,My son is always beauty consious,Being that is not wrong but don't let to underestimate others in their minds and also remain them the cost of that tell them to use simple things Being simple and resentable is handsome
200,My step son is always beauty consious,Being that is not wrong but don't let to underestimate others in their minds and also remain them the cost of that tell them to use simple things Being simple and resentable is  handsome
201,My daughter is always beauty consious,Being that is not wrong but don't let to underestimate others in their minds and also remain them the cost of that tell them to use simple things Being simple and resentable is pretty
202,My step daughter is always beauty consious,Being that is not wrong but don't let to underestimate others in their minds and also remain them the cost of that tell them to use simple things Being simple and resentable is pretty 
203,My child is always beauty consious,Being that is not wrong but don't let to underestimate others in their minds and also remain them the cost of that tell them to use simple things Being simple and resentable is pretty / handsome
204,Alcoholic husband,Please consult a doctor and join them in rehabilitation center
205,Alcoholic ex husband,Please consult a doctor and join them in rehabilitation center
206,Alcoholic ex wife,Please consult a doctor and join them in rehabilitation center
207,Alcoholic wife,Please consult a doctor and join them in rehabilitation center
208,Alcoholic son,Please consult a doctor and join them in rehabilitation center
209,Alcoholic step  son,Please consult a doctor and join them in rehabilitation center
210,Mingle with adoptive son,"It takes time for them to accept as they are entering a new family, try to mingle with them, hear out their decisions,"
211,Mingle with adoptive daughter,"It takes time for them to accept as they are entering a new family, try to mingle with them, hear out their decisions,"
212,Son's broken friendship,There will be fights among every friends because everyone has their own thoughts and standards when it clashes fight occurs so it takes time to settle tell them to give some time and move on thinking about it does not change if the mistake is theirs tell them to ask sorry
213,Step Son's broken friendship,There will be fights among every friends because everyone has their own thoughts and standards when it clashes fight occurs so it takes time to settle tell them to give some time and move on thinking about it does not change if the mistake is theirs tell them to ask sorry
214,Daughter's broken friendship,There will be fights among every friends because everyone has their own thoughts and standards when it clashes fight occurs so it takes time to settle tell them to give some time and move on thinking about it does not change if the mistake is theirs tell them to ask sorry
215,Step Daughter's broken friendship,There will be fights among every friends because everyone has their own thoughts and standards when it clashes fight occurs so it takes time to settle tell them to give some time and move on thinking about it does not change if the mistake is theirs tell them to ask sorry
216,Recovering my child after sexual asault,"Ensure them that no matter what you will be there for them ,distract them, put them in groups to mingle with others"
217,Recovering my daughter after sexual asault,"Ensure them that no matter what you will be there for them ,distract them, put them in groups to mingle with others"
218,Recovering my  step daughter after sexual asault,"Ensure them that no matter what you will be there for them ,distract them, put them in groups to mingle with others"
219,Recovering my son after sexual asault,"Ensure them that no matter what you will be there for them ,distract them, put them in groups to mingle with others"
220,Recovering my step son after sexual asault,"Ensure them that no matter what you will be there for them ,distract them, put them in groups to mingle with others"
221,Making my child to share about sexual abuse ,"Ensure them that no matter what you will be there for them ,distract them, put them in groups to mingle with others"
222,Making my son to share about sexual abuse ,"Ensure them that no matter what you will be there for them ,distract them, put them in groups to mingle with others"
223,Making my daughter to share about sexual abuse ,"Ensure them that no matter what you will be there for them ,distract them, put them in groups to mingle with others"
224,My lonely single child,Mostly single child will be lonely so put them in groups in their school to mingle with others
225,My lonely single son,Mostly single child will be lonely so put them in groups in their school to mingle with others
226,My lonely single daughter,Mostly single child will be lonely so put them in groups in their school to mingle with others
227,My lonely child in a joint family,"Being in joint family if your child is lonely , being lonely is not wrong but being lonely because of fear and low self esteem is very wrong so consult a doctor for advise"
228,How to satisfy my child,That is quite not possible its funny right but it is the reality everytime whenever we do anything their expectation rate is very high so as the time flies they itself understand
229,"Do I have to buy alcohol to my teen , My teen is asking for alcohol I spoilt my teen too much what to do",Past is past so please immediately take doctors help
230,"Do I have to buy alcohol to my son , My teen is asking for alcohol I spoilt my son too much what to do",Past is past so please immediately take doctors help
231,"Do I have to buy alcohol to my daughter, My teen is asking for alcohol I spoilt my daughter too much what to do",Past is past so please immediately take doctors help
232,Can I take my teen to counselling,It depends on the person if its good then yes talk to others and find the best one
